pattern_id,raw_name,wrong_name,wrong_en,correct_name,confidence,note,row_count,dish_examples,status,source_file,row_ids
1,nước tương,nước,water,Nước tương,high,,203,Tôm rim bơ tỏi | Cơm Chiên Gà Rau Củ | Filet Cá Ba Sa Kho Xoài Sấy Dẻo,HAS_FIX,1 copy 41.json,"20933,20946,20979,21145,21436,21481,21523,21563,21594,21633,21660,21889,22557,22830,22946,22969,23058,23109,23340,23767,23946,23974,24441,24457,25075,25378,26849,27123,27344,27819,27934,28296,28342,28535,28639,28721,29072,29165,29254,29492,29798,29823,29864,30098,30153,30167,30256,30345,30486,30504,31057,31077,31125,31155,31204,31307,31394,31455,31474,31548,31595,31645,31660,31716,31751,32091,32244,32322,32779,32850,32884,33065,33073,33154,33195,33255,33273,33431,33493,33689,33734,33930,33967,34029,34808,35270,35387,35480,35501,35512,35595,35695,35871,36815,36938,37019,37318,37381,37389,37512,37602,37634,37650,37813,38014,38086,38094,38315,38461,38618,38867,39037,39210,39238,39365,39385,39528,39551,40264,40634,40798,40804,41348,41388,42077,42149,42186,42263,42314,42436,42526,42665,42807,44709,46158,46466,46490,46549,46979,47339,47430,47501,47574,47821,47909,47917,48032,50083,51067,51112,51196,51242,51511,52871,52901,53196,53232,53550,53567,53625,53726,53815,53831,53843,54126,54302,54576,58495,60229,60892,60907,60913,60932,60998,61008,61077,61621,61652,61768,62028,62177,62185,62275,62319,62418,62441,62590,62876,62900,62925,63040,63274,63379,63486,63517,63664,63721,63765,63843,63915,63951,64100,64130"
181,thịt bò băm,Thịt băm,Minced pork,Thịt bò băm,high,,5,Cháo thịt bò băm xào | Bò băm xào lá lốt | Bắp cải cuộn thịt sốt cà chua,HAS_FIX,1 copy 33.json,"12544,15390,15583,17289,18528"
182,ớt hiểm,ớt,chili pepper,Ớt hiểm,high,,5,Nấm rơm kho tiêu xanh chay | Cháo CÁ DÒ | Cháo CÁ KHOAI,HAS_FIX,1 copy 33.json,"12810,22535,22656,27740,29687"
183,Gừng hành tỏi,hành tỏi,garlic and onion,"Gừng, hành, tỏi",high,,5,"Canh cá rô phi nấu nấm, cải xoong | Phi lê cá diêu hồng sốt cà chua | Canh riêu cá hồng",HAS_FIX,1 copy 33.json,"13975,16164,16167,16566,19483"
184,rau húng quế,quế,Cinnamon,Rau húng quế,high,,5,Cơm thịt rang mắm ruốc và rau húng quế | Gỏi rau muống thịt luộc | Vào bếp cùng con: Taco tôm với tortilla từ bột mì và sốt salsa xoài,HAS_FIX,1 copy 33.json,"14974,29323,40676,42022,47605"
185,dâu ăn,dầu ăn,Vegetable Oil,Dầu ăn,high,Lỗi chính tả,5,Canh tôm và mộc nấu khổ qua | Canh chay rong biển đậu hủ nấm kim châm | Cà tím cuộn thịt heo xay và giò sống chiên xù,HAS_FIX,1 copy 33.json,"18678,29837,30839,31019,40840"
186,húng lủi,húng láng,spearmint,Rau húng lủi,high,,5,Salad Cá Trích Xông Khói | Rau Diếp Cuốn Phi Lê Bò Áp Chảo & Kim Chi Chấm Sốt Ssamjang Hàn Quốc | Cá Điêu Hồng Nấu Khế,HAS_FIX,1 copy 33.json,"19677,19789,20511,59640,59863"
187,ậu phộng,đậu phộng,peanut,Đậu phộng,high,Lỗi chính tả,5,Gỏi khế trộn bò | Rau sam nộm | Thịt bò cuốn lá lốt,HAS_FIX,1 copy 33.json,"20329,21316,29697,31695,42816"
188,hanh lá,lá,leaves,Hành lá,high,Lỗi chính tả,5,"Nấm rơm kho nước tương | Bún Bò Huế (Nạm bò, chân giò, xương bò, giò sống) | Lườn cá hồi kho hành ớt",HAS_FIX,1 copy 33.json,"21504,33951,36636,37712,52287"
189,Bột cà ri,Bột (chung),flour,Bột cà ri,high,,5,Thịt xào hành tây cà ri | Chân nấm xào cà ri sả ớt | Cà ri rau củ nấm và hạt,HAS_FIX,1 copy 33.json,"21792,32510,43591,45545,46609"
190,xương ống heo,thịt heo,pork,Xương ống heo,high,,5,SP.0829 - Súp Cua Ngô Vàng Tuyết Nhĩ | SP.0802 - Canh Xương Ống Heo Tiềm Tam Bảo | Cháo tim cật heo,HAS_FIX,1 copy 33.json,"21893,24351,27559,28300,34574"
191,đậu trắng,hộp đậu trắng,canned white beans,Hạt đậu trắng,high,,5,"Gỏi chay : bắp cải tím, nấm đùi gà, đậu hũ | Chả đậu tôm thịt | Đậu phụ tẩm mắm hành",HAS_FIX,1 copy 33.json,"22167,28701,33593,46571,53600"
192,Bột chiên xù,Bột (chung),flour,Bột chiên xù,high,,5,Chả cá bọc trứng muối chiên xù | Cá chiên xù | Trứng bọc thịt rán,HAS_FIX,1 copy 33.json,"22502,34394,39242,47010,62508"
193,nghệ,bột nghệ,turmeric powder,Củ nghệ,high,,5,Cá chuồn chiên củ nén | Bún cá lóc nấu dễ - nhanh - ngon | Cơm bento: Gia đình vịt con,HAS_FIX,1 copy 33.json,"22551,29279,29599,33448,41663"
194,bún tàu,bún,rice vermicelli,Miến,high,Miền Nam gọi miến là bún tàu,5,Cá Chẽm Hấp Kim Châm Xì Dầu | SP.0818 - Chả Cua Đút Lò | Cá mè hấp,HAS_FIX,1 copy 33.json,"22555,23040,25852,29415,34761"
195,cá,cá hú,pangasius fish,Thịt cá,high,,5,Canh rau ngót nấu cá | Cá hấp nấm | Cá basa kho thịt,HAS_FIX,1 copy 33.json,"22865,34490,34668,37617,41098"
196,gà,xương gà,chicken bones,Thịt gà,high,,5,Lẩu gà nấu nấm | Mì Quảng tôm gà trứng | Hủ Tiếu Măng Gà Nấm,HAS_FIX,1 copy 33.json,"24013,24800,39706,39834,61707"
197,Bánh đa,bánh tráng,rice paper,Bánh đa,high,,5,Mì Quảng tôm gà trứng | Mì Quảng tôm cua hấp dẫn | Mì Quảng tôm,HAS_FIX,1 copy 33.json,"24804,24845,25023,30378,43992"
198,Mắm tôm,Tôm muối,Salted shrimp,Mắm tôm,high,,5,Đọt Su Su Luộc Chấm Mắm Tôm | Đậu hũ chiên chấm mắm tôm | Cà bát luộc chấm mắm tôm,HAS_FIX,1 copy 33.json,"26979,27055,29046,32912,33025"
199,Gia vị nước hàng,gia vị,seasoning,Nước màu,high,,5,"Cá ngân kho chuối xanh, cà chua | Cá mối kho măng, chuối xanh | Cá mối kho chay",HAS_FIX,1 copy 33.json,"27114,50042,51008,54886,63961"
200,xương ống,xương gà,chicken bones,Xương ống heo,high,,5,Mì Chũ cá chiên giòn | Bún ốc bò | Lẩu chả cá thác lác khổ qua,HAS_FIX,1 copy 33.json,"28048,29037,29447,35340,45816"
201,cá mó,cá sòng,horse mackerel,Cá mó,high,,5,Cá Mó Chiên Xả Tỏi Ớt | Cá mó chiên muối tôm (NCKD) | Cá mó chiên giòn chấm mắm tỏi ớt,HAS_FIX,1 copy 25.json,"28416,28443,28485,28610,44478"
202,thìa cafe bột canh,Bột (chung),flour,Bột canh,high,,5,Tự làm ruốc tôm ngon hơn hàng! | Canh thịt viên (món canh chung cho các loại rau củ) | Tai heo sốt thái,HAS_FIX,1 copy 25.json,"30127,31556,40616,41174,41392"
203,Hành tím tỏi,tỏi,garlic,Hành tím và tỏi,high,,5,[Món Chay] Rau câu sợi xào sò điệp chay | Mực xào cà ri satế | Canh chua cá bớp,HAS_FIX,1 copy 25.json,"33152,39157,40943,54470,63361"
204,cơm mẻ,cơm,cooked rice,Cơm mẻ,high,,5,Khế chua nấu dấm cá trắm | Giò heo giả cầy | Lẩu cá,HAS_FIX,1 copy 25.json,"35085,43628,45715,60974,64053"
205,hành hoa,nước,water,Hành lá,high,,5,Đậu đũa cuộn thịt | Cháo cá song (mú) | Miến xào cua 5 sao,HAS_FIX,1 copy 25.json,"36005,37892,62654,62667,62682"
206,t tươi,thịt heo,pork,,low,"Tên viết tắt quá ngắn, không rõ ràng",5,Ganjang Gejang- Cua ngâm tương | Lẩu cá thác lác | Mì Ăn Liền Lẩu Thái Chả Cá,UNCERTAIN,1 copy 25.json,"50480,50545,58208,58521,64093"
207,ngò rí,rau ngò rí,coriander leaves,Ngò rí,high,,4,Sườn Heo Hầm Đậu Đen | Canh Củ Dền Nấu Xương Heo | Bún Đầu Cá Ngừ Cà Chua Rau Thơm,HAS_FIX,1 copy 25.json,"6053,16060,17741,42908"
208,cần nước,cần tây,celery,Rau cần nước,high,,4,Canh khoai tây rau cần | Canh ngót rau cần nước | Canh cá diếc chua ngọt,HAS_FIX,1 copy 25.json,"6884,15322,27484,34343"
209,bắp cải trắng,cải thảo,napa cabbage,Bắp cải trắng,high,,4,Thịt Heo Ngũ Vị & Salad Bắp Cải Mentaiko | SP.0950 - Thăn Heo Rim Sốt Teriyaki | SP.0879 - Mì Xào Tôm Bắp Cải Tàu Xì,HAS_FIX,1 copy 25.json,"7473,11736,17515,19241"
210,thịt vai heo xay,thịt nạc dăm,pork shoulder,Thịt vai heo xay,high,,4,Thịt vai heo rim cà chua | Canh bắp cải nấu thịt vai heo xay | Bánh pateso nhân thịt,HAS_FIX,1 copy 25.json,"7815,11025,11071,11134"
211,thịt má heo,hành lá,green onion,Thịt má heo,high,,4,Cá ngừ kho củ cải khô | Cá nục tròn kho chuối xanh và củ cải khô | Cá nục tròn kho chuối xanh,HAS_FIX,1 copy 25.json,"8166,9592,9636,18641"
212,hành khô,hành tỏi,garlic and onion,Hành tím,high,Hành khô thường là củ hành tím,4,Canh củ nấu cá và rau cần | Phở sắn thịt băm sấu | Thịt thăn thuôn sấu (canh chua sấu thịt thăn),HAS_FIX,1 copy 25.json,"8408,9085,9568,17015"
213,nấm sò nâu,nấm bào ngư,oyster mushroom,Nấm sò nâu,high,,4,"Cháo nấm, tempeh | Đậu non, tempeh chiên sốt nấm kim châm | Canh gà nấu nấm",HAS_FIX,1 copy 25.json,"8555,11157,14417,17071"
214,tôm,Tôm khô,Dried shrimp,Tôm,high,,4,Trứng chiên tép khô hải sản | Tôm Khô Sấy Nồi Chiên Không Dầu | Tôm khô sấy bằng nồi chiên không dầu,HAS_FIX,1 copy 25.json,"8560,18515,24205,40523"
215,giá sống,rau sống,fresh herbs,Giá đỗ,high,,4,Canh gân bò nấu chua | Phở Bò Sài Gòn | Bạch tuộc và thịt xay xào giá,HAS_FIX,1 copy 25.json,"8572,10513,11075,15007"
216,thịt lợn,ức gà,chicken breast,Thịt lợn,high,,4,Heo kho tiêu | Thịt lợn rang dứa (trái thơm) | Cà pháo xào thịt lợn lá lốt,HAS_FIX,1 copy 25.json,"8691,10407,11420,13225"
217,Bạc hà,bạc hà,mint,Dọc mùng,high,Bạc hà trong canh chua là dọc mùng,4,Canh Chua Cá Nấu Lá Me | Canh chua lườn cá hồi | Lẩu Đầu Cá Bớp Măng Chua,HAS_FIX,1 copy 25.json,"9022,10685,18288,42290"
218,bánh đa Quỳnh Côi,bánh phở,pho noodles,Bánh đa Quỳnh Côi,high,,4,"Bánh đa Quỳnh Côi xào giò, rau cần nước | Bánh đa cá rô | Bánh đa xào nước trộn rau thơm",HAS_FIX,1 copy 25.json,"9269,16532,18824,18844"
219,tương hột,tương ớt,chili sauce,Tương hột,high,,4,Cá Hú Kho Tương Hột Nấm Hương | Phi lê cá điêu hồng chưng tương | 🌱 Nấm Đông Cô Kho Tương Hột (Vegan),HAS_FIX,1 copy 25.json,"9409,26192,31454,41023"
220,rễ mùi,rau mùi,coriander leaves,Rễ ngò rí,high,,4,Lưỡi heo luộc | Thịt nách heo luộc | Thịt mũi heo luộc,HAS_FIX,1 copy 25.json,"9639,16822,16851,19169"
221,nấm đông cô khô,nấm hương,shiitake mushroom,Nấm đông cô khô,high,,4,Canh Đùi Gà Nấu Nấm Và Cải Bẹ Xanh | Ramen thịt heo đơn giản | Ức Gà Kho Hạt Điều Nấm Đông Cô,HAS_FIX,1 copy 25.json,"11259,19351,19544,62194"
222,hành băm,hành tăm (củ nén),shallot,Hành băm,high,,4,Cá dìa hấp mùng tơi | Thịt kho cơm dừa cho bé | Nui Xào Cà Chua & Cá Ngừ Hộp Gia Vị Ý,HAS_FIX,1 copy 25.json,"12214,33755,44261,45774"
223,ngổ,rau om,rice paddy herb,Rau ngổ,high,,4,Bò Xào Nấm Dưa Leo | Lẩu bò nhúng mẻ | Canh chua cá diêu hồng,HAS_FIX,1 copy 25.json,"12392,15633,40864,43115"
224,ngò,bột ngò,coriander powder,Ngò rí,high,,4,Món canh bí đỏ nấu tôm eatclean | Chả cá thác lác nhồi khổ qua | Canh Bí Đỏ Nấu Thịt,HAS_FIX,1 copy 25.json,"12866,13067,13552,14575"
225,tôm đất,tôm thẻ loại to,shrimp,Tôm đất,high,,4,Canh Cải Kale Nấu Tôm Đất | 🌿Lá bồ công anh xào tôm đất 🦐 | Thịt ba chỉ rang tôm,HAS_FIX,1 copy 25.json,"12900,20526,25867,33589"
226,Khoai sọ,khoai môn,taro,Khoai sọ,high,,4,Canh khoai sọ rau rút (nhút) | Canh hầm thịt gà với rau củ | Canh khoai sọ nấu bắp và nấm,HAS_FIX,1 copy 25.json,"13361,35980,44934,53809"
227,nâm đông cô,nấm hương,shiitake mushroom,Nấm đông cô,high,,4,Mì Udon Gà Và Nấm Đông Cô | Cải thìa sốt nấm đông cô và sườn gà chay | Burger cơm rong biển thịt gà rau củ,HAS_FIX,1 copy 25.json,"14849,36318,37703,38124"
228,súp rau củ,viên súp rau củ,vegetable bouillon cube,Nước dùng rau củ,medium,,4,Canh Cải Brussels Củ Dền Tôm Khô | 🌱 Canh Chua Nấm & Củ Hủ Kim Chi Chay | Canh Sườn Heo Cải Thảo,HAS_FIX,1 copy 25.json,"16101,36794,43859,47177"
229,Mắm,nước mắm,fish sauce,Nước mắm,high,Gia vị mặn chính cho món ram me,4,Sườn Heo Ram Me | Đầu Cá Thu Nấu Lá É | Nem thính nấm đùi gà (món chay),HAS_FIX,1 copy 25.json,"16277,27831,35518,61486"
230,bôt ngot,mỳ chính,MSG,Bột ngọt,high,,4,Nụ hoa mướp xào thịt heo và nấm bào ngư | Thịt kho tiêu và đậu hủ | Canh cá kình nấu thơm,HAS_FIX,1 copy 25.json,"16310,48959,49419,50689"
231,tỏi phi,tỏi,garlic,Tỏi phi,high,,4,Mì gói trộn bò trứng | Giá hẹ xào tôm khô | Bún riêu tôm khô,HAS_FIX,1 copy 25.json,"17144,21311,30657,47790"
232,đậu cô ve,đậu que,green beans,Đậu cô ve,high,,4,Đậu hũ non sốt nấm đông cô | Đậu Cô Ve Xào Thịt Heo | Rau Củ Luộc,HAS_FIX,1 copy 25.json,"20148,26472,41628,64207"
233,Tỏi ớt,ớt,chili pepper,Tỏi và ớt,high,,4,Gỏi rau muống | Phi lê cá lóc chiên mắm tỏi ớt | Cá Mackerel Chiên Nước Mắm Tỏi Ớt,HAS_FIX,1 copy 25.json,"21116,23956,38336,38418"
234,Hành lá hành tím,hành lá,green onion,Hành lá và hành tím,high,,4,Chả lụa kho nấm đùi gà | Mì chũ lứt với nạm bò hầm | Đậu hủ thịt băm chiên,HAS_FIX,1 copy 25.json,"21132,28008,30670,47016"
235,củ su hào,su su,chayote,Su hào,high,,4,Canh Củ Dền Su Hào Nấu Thịt Heo | RAU CỦ ngâm nước mắm | Sườn heo hầm súp rau củ,HAS_FIX,1 copy 25.json,"21698,53679,53797,62837"
236,táo đỏ,táo,apple,Táo đỏ,high,,4,Chè bắp nấm tuyết | Cháo hạt mix thịt gà 🍗 nấm 🍄táo đỏ | Lẩu gà tiềm nấu nấm,HAS_FIX,1 copy 25.json,"21804,26663,45867,60856"
237,bột ngô,Bột (chung),flour,Bột ngô,high,,4,Ớt chuông nhồi thịt sốt dầu hào | Viên đậu hũ xúc xích | Đậu phụ sốt cà chua và nấm,HAS_FIX,1 copy 25.json,"22134,33750,35320,61197"
238,súp gà,súp,soup,Nước dùng gà,medium,,4,Canh Rau Tầm Ma Gà Xé | Thịt Heo Hầm Đậu Trắng | Canh Cải Non Nấu Tôm,HAS_FIX,1 copy 25.json,"22516,34070,38692,45094"
239,ớt chuông vàng,ớt,chili pepper,Ớt chuông vàng,high,,4,Mực Xào Thập Cẩm | Mực mai xào tam sắc | Salad Bò Xào,HAS_FIX,1 copy 25.json,"22695,22806,33060,38602"
240,tôm càng,tôm thẻ loại to,shrimp,Tôm càng,high,,4,Hủ tiếu trộn khô với tôm càng | Gỏi khoai môn TÔM càng | Tôm càng um sữa đặc,HAS_FIX,1 copy 25.json,"22733,23074,32105,34432"
241,móng giò,giò,pork sausage,Móng giò,high,,4,"Canh rau tầm bóp nấu móng giò | Canh sườn, móng giò nấu khoai tây, nấm mỡ | Canh móng giò, bắp bò nấu khoai tây, cà rốt",HAS_FIX,1 copy 25.json,"22831,25283,25398,51239"
242,bắp chuối bào,chuối,banana,Bắp chuối,high,,4,Bún bò gân chả bì đơn giản | Gỏi hoa chuối tôm thịt | Canh rau muống bắp chuối nấu tôm,HAS_FIX,1 copy 25.json,"23359,23366,23377,30047"
243,tép tỏi,tỏi,garlic,Tỏi,high,Tép tỏi là đơn vị của tỏi,4,SP.0809 - Chén Thịt Hấp Trứng Gà | Bún Tàu Xào Tôm Khô & Rau Củ | Cá bông lau kho tộ với nước trà,HAS_FIX,1 copy 25.json,"24181,29529,34817,35551"
244,dầu mè đen,Mè (Vừng),sesame seeds,Dầu mè đen,high,,4,SP.0809 - Chén Thịt Hấp Trứng Gà | Cải thìa xào nấm hương | Cải bó xôi xào thịt bò,HAS_FIX,1 copy 25.json,"24182,33368,33697,38973"
245,lá hoành thánh,lá,leaves,Vỏ hoành thánh,high,,4,Hoành thánh gói thịt hấp chấm nước tương | Lá hoành thánh chiên kèm rau củ xào | Hoành thánh hoa hồng nhân tôm thịt,HAS_FIX,1 copy 25.json,"24706,24736,24835,44975"
246,cá điêu hồng kg,cá hồng,snapper,Cá điêu hồng,high,,4,Phi Lê Cá Điêu Hồng Chiên Giòn Chấm Mắm Ngò | Phi lê cá điêu hồng chưng tương | Cá điêu hồng om dưa,HAS_FIX,1 copy 25.json,"25341,26189,44323,61672"
247,Xương heo,thịt heo,pork,Xương heo,high,,4,"Món rau cải nấu với xương heo | Canh bóng bì rau củ | Nui xương, nui thịt bằm ăn sáng",HAS_FIX,1 copy 25.json,"26069,26122,31188,40773"
248,trắng,hộp đậu trắng,canned white beans,Cơm trắng,medium,Dựa trên ngữ cảnh món cơm chiên,4,Cơm chiên thịt quay cá mặn | SP.0776 - Cơm Trộn Tôm Cay | Cơm Cá Hồi Áp Chảo Muối Vừng,HAS_FIX,1 copy 25.json,"26183,26907,40071,40697"
249,nước màu hàng,nước,water,Nước màu,high,Nước màu dùng để kho cá,4,Cá Bò Ngừ Kho Heo Quay | Cá Liệt Lợ Kho Tiêu | Thịt Ram Tôm Đậu Hũ,HAS_FIX,1 copy 25.json,"26256,26368,26553,46863"
250,mắm tỏi ớt,ớt,chili pepper,Nước mắm tỏi ớt,high,,4,Cá Hố Chiên Xoài Bằm | Gỏi Bao Tử Heo | Cá Thu Chiên,HAS_FIX,1 copy 25.json,"26483,26578,38734,63151"
251,quất,quả việt quất,blueberry,Quả quất,high,,4,"Salad Thịt Bằm Trứng | Nộm thịt heo, giá đỗ, rau răm | Cá Nướng Cuốn Bánh Tráng",HAS_FIX,1 copy 25.json,"26530,29235,35128,61779"
252,ường cát,cá hường,snapper,Đường cát,high,Lỗi đánh máy 'ường' thành 'Đường',4,Đọt Su Su Luộc Chấm Mắm Tôm | Gỏi xơ mít trộn tôm và tai heo | Thạch rau câu sợi lá dứa – cốt dừa – café,HAS_FIX,1 copy 25.json,"26980,29117,31650,46944"
253,húng quế,rau húng chó,mint,Húng quế,high,,4,Súp Huyết Bò | Nấm đùi gà kho cà tím | Bánh Cuốn Tráng Chảo Nhân Thịt Băm Nấm Mèo,HAS_FIX,1 copy 25.json,"27064,37811,47329,60972"
254,ớt chuông xanh đỏ vàng,ớt,chili pepper,Ớt chuông,high,,4,Gan heo xào ớt chuông | Rau Xào Ngũ Sắc | Pizza Tôm Ớt Chuông NCKD,HAS_FIX,1 copy 25.json,"27222,42486,50831,61127"
255,bánh đa đỏ,bánh,cake,Bánh đa đỏ,high,,4,Bánh đa cá diếc | Bánh đa xào thịt | Bánh Đa Đỏ Trộn Thịt Vịt,HAS_FIX,1 copy 25.json,"27408,27418,27572,34130"
256,thìa cafe dầu mè đen,Mè (Vừng),sesame seeds,Dầu mè đen,high,,4,"Nấm đùi gà áp chảo (ngày 3) | Cháo nấm chay thơm ngon, mát bổ (ngày 1) | Đậu phụ nhồi rau, nấm sốt cà chua",HAS_FIX,1 copy 25.json,"27816,27895,33540,45502"
257,mì Chũ,mì,noodles,Mì Chũ,high,,4,Mì Chũ cá chiên giòn | Mì Quảng tôm cua nấu bằng mì Chũ | Mì Chũ cá thập cẩm,HAS_FIX,1 copy 25.json,"28050,28068,28078,28082"
258,đầu hành,nấm mèo,wood ear mushroom,Đầu hành lá,high,,4,🌱 Canh Nấm Mỡ Đậu Hủ Lá É (Vegan) | Cá kho rau răm (vị hơi nhạt) | Cá hú kho,HAS_FIX,1 copy 25.json,"28371,29914,31206,64440"
259,Lá dứa,dứa,pineapple,Lá dứa,high,,4,Xôi vò thịt xá xíu | Chè táo đỏ nấm tuyết hạt sen mộc nhĩ phổ tai | Thạch rau câu trái cây:,HAS_FIX,1 copy 25.json,"29805,29969,37411,46067"
260,nước hàng,nước,water,Nước màu,high,,4,Cá kho dưa | Cá kìm kho gừng | Thịt Xiên Nướng,HAS_FIX,1 copy 25.json,"30037,31246,32572,59455"
261,sốt mayonaise,sốt,sauce,Sốt mayonnaise,high,,4,Cơm Viên Cá Ngừ Phô Mai | Dưa Leo Kẹp Cá Ngừ | Cơm Nắm Rong Biển Kẹp Cá Ngừ,HAS_FIX,1 copy 25.json,"30140,34009,36348,41816"
262,Hành củ,Hành,Scallion,Hành tím,high,Hành củ thường dùng chỉ hành tím khô,4,Canh cá khoai nấu thơm cà | Thịt Ngan Om Sấu | Tôm nướng,HAS_FIX,1 copy 25.json,"30334,31891,35364,46704"
263,sườn bò,thịt bò,beef,Sườn bò,high,,4,"Sườn bò, bò viên hầm ăn với bánh mì | Sườn Bò Hầm Đậu Ngự | Lagu sườn bò",HAS_FIX,1 copy 25.json,"30820,36604,37945,40356"
264,táo tàu,táo,apple,Táo tàu,high,,4,Canh Gà Hầm Nấm | Lẩu nấm thập cẩm | Cá basa kho táo tàu kỷ tử ăn kèm cơm trắng,HAS_FIX,1 copy 25.json,"31458,34577,44644,62256"
265,củ hành,Hành,Scallion,Hành tím,high,,4,Cải thìa sốt nấm mèo | Thịt bò xào ớt chuông | Cá nục kho dưa,HAS_FIX,1 copy 25.json,"31657,38210,60683,64176"
266,súp lơ xanh,bông cải,broccoli,Súp lơ xanh,high,,4,"Cơm nắm cá cơm | Thịt Bò Xào Súp Lơ Xanh | Bò xào lúc lắc ăn kèm dứa, và nước ép cà rốt + lê",HAS_FIX,1 copy 25.json,"32013,32749,62122,64279"
267,bột rau câu giòn,Bột (chung),flour,Bột rau câu giòn,high,,4,RAU CÂU lá dứa-sữa dừa-cà phê | Thạch rau câu sợi thanh long đỏ | Rau câu flan cà phê,HAS_FIX,1 copy 25.json,"32292,32943,34983,60917"
268,Bánh tráng gạo,gạo,rice,Bánh tráng,high,,4,Cuốn Bún Đậu Hủ Chấm Mắm Tôm | Gỏi Cuốn Ức Gà & Rau Củ Ngũ Sắc | Bánh tráng trộn cá viên chiên,HAS_FIX,1 copy 25.json,"33019,36773,38550,38560"
269,Rau củ ăn kèm,rau sống,fresh herbs,Rau củ,high,,4,Sandwich kẹp xúc xích phômai rau củ | Cơm bento: Ông Noel vui tính (Lườn cá hồi rim nước tương) | Cháo cá rim dứa,HAS_FIX,1 copy 25.json,"33621,36042,37994,47901"
270,xương bò,thịt bò,beef,Xương bò,high,,4,Bún Bò Huế(Xương Bò) | Lẩu Bò (Bò Nạm & Xương) | Hủ Tiếu Xương Bò-Tôm,HAS_FIX,1 copy 25.json,"34182,44764,45967,63621"
271,lá xà lách,lá,leaves,Xà lách,high,,4,Tôm rang muối ớt | 🌱 Bún Tàu Trộn Nấm Xào Giá Chay (Vegan) | Rice Bowl - Cơm Quinoa Trộn Ức Gà Xé & Rau Quả Tươi,HAS_FIX,1 copy 25.json,"34746,37420,41119,63944"
272,nươc côt dưa,dưa,pickles,Nước cốt dừa,high,Lỗi đánh máy 'dưa' thành 'dừa',4,Bánh Trung Thu Rau Câu Nhân Flan | Xôi lá cẩm thịt xá xíu | Rau câu hoa hồng 2 lớp,HAS_FIX,1 copy 25.json,"35144,35887,37556,46745"
273,lá ngò rí,lá,leaves,Ngò rí,high,,4,Canh Bông Cải Xanh Nấu Tôm | Nấm Mối Kho Sả Ớt | Đậu Hũ Kho Nấm Đùi Gà,HAS_FIX,1 copy 25.json,"37086,37697,38760,38785"
274,Hành tỏi khô,tỏi,garlic,Hành và tỏi,high,,4,Ba chỉ rim đậu hũ | Cá phèn kho | Cá nục kho tiêu,HAS_FIX,1 copy 25.json,"41243,42725,43252,45661"
275,bột rau câu con cá dẻo,Bột (chung),flour,Bột rau câu dẻo,high,,4,Rau câu khoai lang tím | Rau câu sữa bắp lá dứa | Thạch rau câu 3 màu mix Bí đỏ + sữa + milo (Nắng sữa Milo),HAS_FIX,1 copy 25.json,"43348,44121,53922,63125"
276,mắm ruốc Huế,nước mắm,fish sauce,Mắm ruốc,high,,4,Thịt kho ruốc sả | Cơm gạo lứt thịt rang mắm ruốc | Bún Đuôi Heo,HAS_FIX,1 copy 25.json,"44537,52839,54084,54509"
277,Dầu thực vật,dầu bơ,Avocado oil,Dầu thực vật,high,,4,Nui Xào Tôm Súp Lơ | Cua Lột Chiên Bột | Cá Móm Chiên,HAS_FIX,1 copy 25.json,"50967,52595,53006,58436"
278,Hành khô,hành lá,green onion,Hành tím,high,,4,"Bagels Bacon, Trứng, Phô Mai và Tôm | Cá trắm kho trám | Cá diếc kho tương",HAS_FIX,1 copy 25.json,"51762,52009,52555,59571"
279,n kèm,rau sống,fresh herbs,Rau ăn kèm,high,Lỗi đánh máy 'n kèm' thành 'ăn kèm',4,"Cá hồi nướng nồi chiên không dầu | Ramen thịt heo đơn giản | Bánh Ướt Trứng Nhân Tôm Thịt (Bột pha sẵn, bột tự pha và tráng bằng chảo)",HAS_FIX,1 copy 25.json,"51895,53248,54328,61491"
280,tương đen,nước tương,Soy sauce,Tương đen,high,,4,"Mì trộn rau củ | Sườn bò, bò viên hầm ăn với bánh mì | Phở Bò Sài Gòn",HAS_FIX,1 copy 25.json,"52007,58943,63740,64342"
281,rau húng lủi,húng láng,spearmint,Rau húng lủi,high,,4,Gỏi Đu Đủ Xanh Tôm Thịt | Gỏi nấm bào ngư chay | Bánh hỏi thịt nướng,HAS_FIX,1 copy 25.json,"58203,58687,58938,61025"
282,muối tôm,Tôm muối,Salted shrimp,Muối tôm,high,,4,Bánh Tráng Trộn Muối Tôm Đơn Giản | Khế lắc muối tôm | Cà Chua Thân Gỗ Rắc Muối Tôm,HAS_FIX,1 copy 25.json,"64960,65079,65108,65124"
283,tỏi băm,tỏi,garlic,Tỏi băm,high,,3,"Bánh hỏi thịt heo | Heo quay kho cà chua | Cánh Gà Nấu Rượu Vang, Sốt Cà Chua Và Rau Củ",HAS_FIX,1 copy 25.json,"6004,8460,14162"
284,mắm tỏi ớt,hành tỏi ớt,garlic chili mix,Nước mắm tỏi ớt,high,,3,Gỏi Rau Má Tôm Đất | Gỏi Thịt Bò Hoa Chuối | Rau Tiến Vua Xào Lạp Xưởng,HAS_FIX,1 copy 25.json,"6055,6236,12484"
285,Nấm đông cô khô,nấm hương,shiitake mushroom,Nấm đông cô khô,high,,3,Gà xào nấm cải thìa | Nấm đông cô kho gừng,HAS_FIX,1 copy 25.json,"6395,14889,62398"
