pattern_id,raw_name,wrong_name,wrong_en,row_count,dish_examples,verdict,reason,row_ids
5,hành,hành lá,green onion,79,Thịt bắp giò (đùi heo) nấu giả cầy | Cá chim kho cà chua,SAME,Hành trong món giả cầy thường là hành lá,"6627,8288,8636,8653,8863,9844,10335,10359,10729,10933,10991,11225,12828,12920,13056,13720,13941,14095,14415,15035,15756,16187,16770,17435,17437,17513,19176,19303,19454,21991,22361,22567,26700,27213,28783,29007,30193,31146,31232,32175,32799,33218,33331,33452,33512,33799,33804,34446,34650,34656,35225,35317,35789,36012,36202,36405,36836,36941,37297,37433,38118,38381,38468,38687,39060,39248,39488,40098,41334,42191,42376,43095,45343,45826,46073,46157,46173,46394,48053"
950,hạt thì là,thì là,dill,1,Phở Bò Sài Gòn,SAME,Hạt thì là lấy từ cây thì là,10511
951,Rong biển mè,rong biển,seaweed,1,Cơm chiên cá hộp,SAME,Rong biển mè chứa rong biển,10528
952,dầu hành phi,hành tím,shallot,1,"Bánh Ướt Trứng Nhân Tôm Thịt (Bột pha sẵn, bột tự pha và tráng bằng chảo)",SAME,Dầu hành phi làm từ hành tím,10532
953,nước,nước,water,1,Măng tây cuốn thịt,SAME,Nước là nước,10561
957,giấm chanh rượu trắng,dấm,vinegar,1,Bao tử CÁ BASA khìa nước dừa,SAME,"Giấm, chanh là chất tạo chua như dấm",10597
958,Nhân nhồi mực,nhân heo,pork filling,1,Mực Ống Nhỏ Nhồi Thịt Sốt Tương Dầu Hành,SAME,Nhân nhồi mực thường làm từ thịt heo xay,10621
961,cá mím,cá mó,parrotfish,1,Cá mím nấu chua,SAME,Cá mím là tên gọi khác của cá mó,10727
962,nước hầm xương và xương heo,nước,water,1,Canh rong biển nấu nấm,SAME,Nước hầm xương thành phần chính là nước,10753
963,nước cốt tắc,nước cốt,extract,1,Hải sản ngâm cay,SAME,Nước cốt tắc là một loại nước cốt,10759
964,Hành Khô củ,hành tím,shallot,1,Thịt Heo Bọc Sả,SAME,Hành khô củ thường chỉ hành tím,10785
965,đậu bắp,đậu bắp,okra,1,Rau dền xào tỏi,SAME,Đậu bắp là đậu bắp,10792
966,cơm rượu,rượu,cooking wine,1,Bánh bò ổ,SAME,Cơm rượu chứa men và rượu,10811
968,bột ớt Cayenne,bột ớt,chili powder,1,Cá Tầm Nướng Xốt Sa Tế,SAME,Ớt Cayenne là một loại ớt,10818
972,nước đá lạnh,nước,water,1,Ếch xào bơ tỏi hành tây,SAME,Nước đá lạnh là nước,10900
973,bắp chuối,hoa chuối,banana blossom,1,Bún Đuôi Heo,SAME,Bắp chuối và hoa chuối là một,10915
974,Mì cua,cua,crab,1,Các món lai rai với cua,SAME,Mì cua có thành phần là cua,11020
975,Hành khô gia vị hành lá rau mùi,gia vị,seasoning,1,Nấm xào tổ ong (dạ dày bò),SAME,Hành ngò là một loại gia vị,11028
978,sốt bơ,sốt,sauce,1,Bánh pateso nhân thịt,SAME,Sốt bơ là một loại sốt,11072
979,Mùi tàu,ngò gai,culantro,1,Canh cá lăng nấu chua,SAME,Mùi tàu và ngò gai là một,11118
980,nấm đông cô gr,nấm hương,shiitake mushroom,1,Ức gà xào nấm đông cô ớt chuông,SAME,Nấm đông cô và nấm hương là một,11122
982,Hành lá hành củ gia vị,hành ngò,scallion cilantro,1,"Đậu non, tempeh chiên sốt nấm kim châm",SAME,"Hành lá, hành củ thuộc nhóm hành ngò",11158
984,bột kho cá,kho cá,braised fish,1,Cá đồng kho nồi cơm điện,SAME,Bột kho cá dùng để kho cá,11178
985,Giềng ớt,riềng,galangal,1,Cá đồng kho nồi cơm điện,SAME,Giềng (riềng) là thành phần chính,11179
986,Gia vị hành lá rau mùi tỏi khô,Hành ngò,mixed herbs,1,"Su su xào thịt bò, vó bò",SAME,"Hành lá, rau mùi thuộc nhóm hành ngò",11184
988,cá rìa công,cá dìa,rabbitfish,1,Cá rìa công nướng sả,SAME,Cá rìa công là một loại cá dìa,11224
990,nấm mèo mộc nhĩ,nấm mèo,wood ear mushroom,1,Nấm Kim Châm Xào Ngũ Sắc,SAME,Nấm mèo và mộc nhĩ là một,11335
991,Chả cá ngần,chả cá,fish cake,1,Bánh đa cá ngần + chả cá ngần,SAME,Chả cá ngần là một loại chả cá,11372
992,Hành lá rau răm gia vị,gia vị,seasoning,1,"Canh gà đậu, nấm kim châm",SAME,"Rau răm, hành lá là gia vị",11376
994,Gia vị bột nghệ,bột nghệ,turmeric powder,1,Mì Quảng gà cá tôm,SAME,Bột nghệ là một loại gia vị,11401
997,thịt heo quay phần ba rọi,Thịt ba chỉ,pork belly,1,Heo Quay Kho Trứng Cút,SAME,Thịt heo quay ba rọi làm từ ba chỉ,11404
998,Dầu dừa,dầu ăn,Vegetable Oil,1,Cá mòi hộp kho trứng,SAME,Dầu dừa là một loại dầu ăn,11458
1003,mứt mơ,mứt,fruit preserve,1,💚 Cơm Taco Okinawa Chay Với Đậu Hủ (Vegan),SAME,Mứt mơ là một loại mứt,11546
1005,thịt bò viên,thịt viên,meatballs,1,Lẩu thịt rau củ,SAME,Bò viên là một loại thịt viên,11596
1008,rau salad xoong,rau xoong,watercress,1,Lẩu thịt rau củ,SAME,Salad xoong và rau xoong là một,11613
1009,chà bông cá lóc,chà bông,pork floss (Southern: chà bông / Northern: ruốc),1,SP.0954 - Cháo Dinh Dưỡng Thịt Heo Rau Củ,SAME,Chà bông cá lóc là một loại chà bông,11645
1010,lá quế khô,rau basil,basil,1,Bò Kho Xốt Vang,SAME,Lá quế khô (basil khô) chính là basil,11680
1014,Boa rô tuỳ chọn,Tỏi tây (Hành Boaro),leek,1,Đậu phụ xào ngải cứu,SAME,Boa rô chính là tỏi tây,11844
1016,hoa hành,hành lá,green onion,1,SP.0943 - Bò Xào Hoa Hành,SAME,Hoa hành là bộ phận của cây hành lá,11867
1017,hạt bắp Mỹ,bắp ngọt,sweet corn,1,Giò Sống Cuộn Rong Biển Tôm Thịt,SAME,Bắp Mỹ chính là bắp ngọt,11907
1020,Nước lẩu,cốt lẩu,hot pot base,1,Lẩu cá dìa mùng tơi,SAME,Nước lẩu và cốt lẩu cùng mục đích,11983
1022,Gia vị hành,gia vị,seasoning,1,Cá sốt cà,SAME,Hành là một loại gia vị,12104
1023,sốt Thái,sốt,sauce,1,Mực sốt Thái với ổi hồng,SAME,Sốt Thái là một loại sốt,12130
1025,thịt vai rang,thịt nạc dăm,pork shoulder,1,Đậu que xào thịt vai heo,SAME,Thịt vai heo thường gọi là nạc dăm,12174
1028,phù trúc tươi,tàu hũ ky,tofu skin,1,Lẩu cua đồng,SAME,Phù trúc tươi chính là tàu hũ ky tươi,12203
1032,góc trái thơm,dứa,pineapple,1,Canh xương bò nấu rau muống bắp chuối,SAME,Thơm chính là dứa,12285
1033,nước bột bắp,bột ngô,cornstarch,1,SP.0932 - Cá Hồi Áp Chảo Sốt Dâu Tằm & Salad Giấm Mè,SAME,Nước bột bắp làm từ bột ngô,12301
1034,Cốm socola,cốm,young rice,1,Thạch rau câu milo sữa công thức,SAME,Cốm socola là một loại cốm trang trí,12304
1035,bột bánh bao sẵn,vỏ bánh bao,bao wrapper,1,Bánh Bao Nhân Thịt Bò Phô Mai Kéo Sợi (Bột Pha Sẵn),SAME,Bột bánh bao dùng làm vỏ bánh bao,12305
1037,trứng gà non,Trứng gà,Chicken Egg,1,TRỨNG GÀ NON xào nấm,SAME,Trứng gà non là một loại trứng gà,12456
1040,Gừng tỏi gia vị,gia vị,seasoning,1,Đậu cove xào thịt bò,SAME,Gừng tỏi là các loại gia vị,12464
1041,rau tiến vua khôg,Rau tiến vua,Mountain Jelly Vegetable,1,Rau Tiến Vua Xào Thịt Bò Bằm,SAME,"Lỗi chính tả, chính là rau tiến vua",12465
1043,ớt xiêm,ớt hiểm,bird chili,1,Bún Cá Ngừ Nấu Mẵn,SAME,Ớt xiêm là một loại ớt hiểm nhỏ,12551
1044,mực sữa,mực,squid,1,Mực sữa rim nước mắm,SAME,Mực sữa là một loại mực,12591
1045,nước trộn gỏi,sốt,sauce,1,Bò xào lót rau càng cua,SAME,Nước trộn gỏi là một loại sốt,12619
1047,thịt vai nướng,thịt nạc dăm,pork shoulder,1,Cơm cuộn thịt vai nướng,SAME,Thịt vai nướng làm từ nạc dăm,12765
1048,cải rổ cải làn,cải rổ,leaf mustard,1,Nấm Lộc Nhung Xào Cải Rổ Chay,SAME,Cải rổ và cải làn là một,12830
1049,phomai mozarella,phô mai,cheese,1,Trứng chiên thịt và rau củ,SAME,Mozzarella là một loại phô mai,12878
1051,chả cá basa,chả cá,fish cake,1,SP.0923 - Chả Cá Tóc Tiên,SAME,Chả cá basa là một loại chả cá,12942
1052,chả lụa chay,chả chay,vegetarian sausage,1,Đậu hũ xào nấm mèo,SAME,Chả lụa chay là một loại chả chay,12946
1054,cà phê tương ớt,tương ớt,chili sauce,1,Cá bớp kho tiêu,SAME,Cách gọi định lượng cà phê tương ớt,12983
1056,bắp Mỹ,bắp ngọt,sweet corn,1,Bún mọc chả cá,SAME,Bắp Mỹ chính là bắp ngọt,13009
1057,cải mầm đá,mầm cải,mustard sprouts,1,Cải mầm đá xào thịt bò,SAME,Cải mầm đá thuộc dòng cải mầm,13057
1058,rau om rau ngổ,rau om,rice paddy herb,1,Đầu Cá Trê Nấu Canh Khoai Mỡ,SAME,Rau om và rau ngổ là một,13101
1059,dầu hào nấm chay,dầu hào,oyster sauce,1,Nấm chiên chay,SAME,Dầu hào nấm chay là một loại dầu hào,13102
1060,mầm đá bé,mầm cải,mustard sprouts,1,Rau mầm đá xào tỏi (món chay),SAME,Mầm đá chính là mầm cải,13105
1061,hành lá tỏi,hành tỏi,garlic and onion,1,Phở xào thịt bò chuẩn vị nhà hàng,SAME,Gồm hành lá và tỏi,13162
1062,súp rau củ,súp,soup,1,Canh Rau Bó Xôi Non & Chả Tôm Quết Thả Viên,SAME,Súp rau củ là một loại súp,13167
1063,đậu hũ non,đậu non,silken tofu,1,Đậu hũ non hấp trứng sốt thịt băm,SAME,Đậu hũ non và đậu non là một,13186
1064,kim chi cải thảo,kim chi,kimchi,1,Chả Cá Trộn Rau Muống,SAME,Kim chi cải thảo là loại kim chi phổ biến,13208
1065,Hành khô hành lá rau răm thì là,Hành ngò,mixed herbs,1,"Canh củ nấu cá quả, rau cần",SAME,Hỗn hợp hành ngò răm thì là,13214
1067,xà lách,rau xà lách,lettuce,1,Bò xào ớt chuông,SAME,Xà lách chính là rau xà lách,13280
1068,măng tây,măng tây,asparagus,1,Bông cải xào nấm(stir-fried Baby Broccoli with mushrooms),SAME,Hai tên gọi hoàn toàn giống nhau,13293
1070,lá cuốn,lá,leaves,1,Bún cá cuốn chấm mắm dì Cẩn 🤤,SAME,Lá cuốn là một loại lá,13384
1072,ướp thịt nướng,gia vị,seasoning,1,Thịt ba chỉ cuộn khoai tây,SAME,Gia vị dùng để ướp thịt nướng,13388
1074,Thịt heo rừng lai,thịt heo,pork,1,Thịt heo rừng xào rau càng cua,SAME,Thịt heo rừng là một loại thịt heo,13430
1075,bột hạt mùi,hạt mùi,coriander seeds,1,Cá hồi muối,SAME,Bột hạt mùi làm từ hạt mùi,13431
1077,cá quả phi lê,cá lóc,snakehead fish,1,Cá quả chan dấm bỗng,SAME,Cá quả chính là cá lóc,13433
1078,bắp ngô,bắp ngọt,sweet corn,1,Nui xào ngô sốt thịt nướng sả,SAME,Bắp ngô chính là bắp ngọt,13434
1079,chim,thịt chim,poultry meat,1,Súp thịt chim 🐦 bí đỏ,SAME,Chim chính là thịt chim,13436
1082,rau diếp xoăn,cải diếp,lettuce,1,Kimbap cuốn rau Eatclean,SAME,Diếp xoăn là một loại cải diếp,13512
1084,lá thơm,lá,leaves,1,Pizza Sandwich Bò Bằm,SAME,Lá thơm là một loại lá gia vị,13518
1085,củ cải đỏ,củ cải đỏ,red radish,1,Roasted Turkey Bacon and Brussels Sprouts Mix(cải Brussels nướng cùng thịt gà tây),SAME,Hai tên gọi hoàn toàn giống nhau,13577
1086,khổ qua,mướp đắng,bitter melon,1,Khổ qua nhồi cá thác lát,SAME,Khổ qua và mướp đắng là một,13580
1087,turkey bacon,thịt xông khói,smoked bacon,1,Roasted Turkey Bacon and Brussels Sprouts Mix(cải Brussels nướng cùng thịt gà tây),SAME,Turkey bacon là một loại thịt xông khói,13587
1088,bột garlic salt,bột tỏi,garlic powder,1,Roasted Turkey Bacon and Brussels Sprouts Mix(cải Brussels nướng cùng thịt gà tây),SAME,Garlic salt chứa thành phần bột tỏi,13591
1089,rau dưa,dưa cải,pickled mustard greens,1,Bún nấm trộn tempeh,SAME,Rau dưa ở đây là dưa cải,13630
1090,ường gạt ngang,đường,sugar,1,Khô cá cơm rim mặn ngọt siêu bắt cơm 😊,SAME,Lỗi chính tả của đường,13633
1092,cải hoa hồng,cải,mustard greens,1,Cải Hoa Hồng Xào Tôm,SAME,Cải hoa hồng là một loại cải,13712
1094,rượu trắng,rượu,cooking wine,1,Chả Cua (Bún Bò Huế),SAME,Rượu trắng là một loại rượu,13780
1095,Măng lá,măng,bamboo shoots,1,Măng lá xào rau răm,SAME,Măng lá là một phần của măng,13781
1098,Pate nấm,patê,pate,1,Bò Wellington,SAME,Pate nấm là một loại pate,13838
1100,bánh canh bột xắt,bột bánh canh,tapioca flour,1,Bánh canh bột xắt chả cá,SAME,Bột bánh canh dùng làm bánh canh bột xắt,13840
1101,chả cá vo viên,cá viên,fish balls,1,Bánh canh bột xắt chả cá,SAME,Chả cá vo viên chính là cá viên,13842
1102,cá basa,cá ba sa,pangasius fish,1,Cá Saba Nướng Sốt Teriyaki,SAME,Cá basa và cá ba sa là một,13846
1105,thịt xay nạc mỡ,nạc heo,lean pork,1,Thịt Viên Lá Lốt,SAME,Thịt xay nạc mỡ làm từ nạc heo,13893
1108,thịt nạc đùi heo,thịt đùi,chicken thigh,1,Thịt nạc đùi lợn nấu với nấm hương,SAME,Thịt nạc đùi heo thuộc nhóm thịt đùi,13995
1114,sốt pizza,xốt cà chua,tomato sauce,1,Pizza thịt heo nấm hương tươi,SAME,Sốt pizza thường có nền là xốt cà chua,14066
1119,bơ lạt,bơ,butter,1,"Cánh Gà Nấu Rượu Vang, Sốt Cà Chua Và Rau Củ",SAME,Bơ lạt thuộc nhóm bơ,14160
1120,hành tím băm,hành tím,shallot,1,"Cánh Gà Nấu Rượu Vang, Sốt Cà Chua Và Rau Củ",SAME,Hành tím băm làm từ hành tím,14161
1121,kem tươi,kem,cream,1,Soup khoai tây kem nấm,SAME,Kem tươi thuộc nhóm kem,14163
1126,Hành khô hành lá rau mùi gia vị,Hành ngò,mixed herbs,1,Đậu trắng sốt nấm,SAME,Hỗn hợp hành ngò mùi là nhóm hành ngò,14267
1127,nước đá,nước,water,1,Chả cá,SAME,Nước đá tan ra thành nước,14269
1128,đậu tương Hàn,đậu nành,soybeans,1,Thịt lợn luộc kiểu Hàn,SAME,Đậu tương chính là đậu nành,14295
1129,ớt bột,bột ớt,chili powder,1,Tai heo trộn rong sụn sốt thái,SAME,Ớt bột và bột ớt là một,14297
1130,đậu hũ chiên,đậu hũ,tofu,1,Tảo Xoắn Xào Rau Răm Chay,SAME,Đậu hũ chiên làm từ đậu hũ,14298
1132,rau nêm gai ôm,rau nêm,seasoning herbs,1,Lẩu cá kèo lá giang,SAME,Rau nêm gai ôm thuộc nhóm rau nêm,14303
1133,thịt heo quay chay,thịt chay,plant-based meat,1,Thịt chay kho xì dầu,SAME,Heo quay chay thuộc nhóm thịt chay,14333
1134,Gia vị hành lá,hành lá,green onion,1,"Đậu hũ, khoai tây rim cà chua",SAME,Hành lá là một loại gia vị,14337
1135,ớt trái cây đỏ,ớt chuông,bell pepper,1,Bông Cải Trắng Xào Nấm Chay,SAME,Ớt trái cây đỏ thường là ớt chuông,14340
1136,tai mũi heo,tai heo,pork ear,1,"TAI, MŨI heo ngâm nước mắm",SAME,Mũi heo thường đi kèm tai heo,14361
1138,đậu nhỏ,đậu hũ,tofu,1,Đậu phụ xào rong biển ngải cứu,SAME,Đậu nhỏ thường chỉ miếng đậu hũ,14364
1139,dấm gạo,dấm,vinegar,1,Tai Heo Rau Tiến Vua Ngâm Chua Ngọt,SAME,Dấm gạo thuộc nhóm dấm,14445
1140,cá đội đèn,cá đối,mullet,1,Cá đội đèn chiên,SAME,Cá đội đèn là tên gọi khác cá đối,14484
1141,Lơ xanh,bông cải,broccoli,1,Nui Xào Rau Củ,SAME,Lơ xanh chính là bông cải xanh,14509
1142,sốt chao đỏ,chao,fermented tofu,1,SP.0915 - Thịt Heo Xào Chao Đỏ,SAME,Sốt chao đỏ làm từ chao,14515
1143,Nước lọc,nước,water,1,Miến gà nấm hương,SAME,Nước lọc là nước,14547
1144,cá thu nướng,cá thu,mackerel,1,Ruốc cá thu nướng Nghệ An,SAME,Cá thu nướng làm từ cá thu,14548
1145,Bột chiên xù,bột xù,breadcrumbs,1,Thịt gà chiên xù,SAME,Bột chiên xù và bột xù là một,14550
1146,Sốt phomai,phô mai,cheese,1,Thịt nướng đút lò phomai,SAME,Sốt phomai làm từ phô mai,14552
1147,thịt heo xay,thịt heo,pork,1,Ram rế tôm thịt,SAME,Thịt heo xay là thịt heo,14554
1148,bánh ram rế,ram,fried spring rolls,1,Ram rế tôm thịt,SAME,Bánh ram rế là một loại vỏ ram,14555
1149,ba cọng hành lá,hành lá,green onion,1,Ram rế tôm thịt,SAME,Ba cọng hành lá là hành lá,14556
1150,xương ống,xương heo,pork bones,1,Phở Sườn Bò,SAME,Xương ống thường là xương heo,14639
1151,hạt ngò,bột ngò,coriander powder,1,Phở Sườn Bò,SAME,Hạt ngò xay ra thành bột ngò,14660
1152,nui rau củ,nui,pasta,1,Nui Sốt Bò Bằm Bỏ Lò,SAME,Nui rau củ là một loại nui,14694
1153,sốt me,sốt,sauce,1,Thịt sốt me,SAME,Sốt me thuộc nhóm sốt,14737
1154,bông cải baby,bông cải,broccoli,1,Bò Xào Đậu Hoà Lan,SAME,Bông cải baby là một loại bông cải,14801
1155,bánh tráng,bánh tráng,rice paper,1,Bánh phở chiên giòn kèm thịt xào hành tây,SAME,Bánh tráng và bánh tráng là một,14809
1157,bún,bún,rice vermicelli,1,Bánh phở cuốn thịt nướng,SAME,Hai tên gọi hoàn toàn giống nhau,14827
1160,Hành lá chanh tương ớt rau thơm,chanh ớt rau thơm,lime chili herbs,1,"Phở đuôi bò, gà",SAME,Hỗn hợp này chứa chanh ớt rau thơm,14873
1161,garlic pepper,bột tỏi,garlic powder,1,Best ham hocks (Giò heo hầm),SAME,Garlic pepper có thành phần chính bột tỏi,14875
1162,onion salf,hành tây,onion,1,Best ham hocks (Giò heo hầm),SAME,Onion salt (muối hành) làm từ hành tây,14876
1164,ngũ vị hương,bột ngũ vị hương,five spice powder,1,Heo quay nổ bì đơn giản,SAME,Ngũ vị hương và bột ngũ vị hương là một,14916
1170,Phần cốt bánh,nhân bánh,filling,1,Bánh rau câu cheese coffee,SAME,Phần cốt bánh có thể coi là nhân bánh,15078
1171,rau diếp cá,dấp cá,fish mint,1,Rau diếp cá trộn bò,SAME,Diếp cá và dấp cá là một,15082
1172,bắp cải nhỏ,bắp cải,cabbage,1,Cải thảo xào nấm hương,SAME,Bắp cải nhỏ thuộc nhóm bắp cải,15132
1174,tai mui heo,tai heo,pork ear,1,Mì phá lấu tai mũi heo và kim chi,SAME,Tai mũi heo bao gồm tai heo,15138
1175,bún gạo khô,bún,rice vermicelli,1,Mì Xào Nấm Chay,SAME,Bún gạo khô thuộc nhóm bún,15141
1177,giềng,riềng,galangal,1,Cá đuối om,SAME,Giềng và riềng là một,15167
1180,thịt đùi dê,thịt đùi,chicken thigh,1,Thịt Dê Xào Lăn,SAME,Thịt đùi dê thuộc nhóm thịt đùi,15198
1181,chả tôm thịt,chả tôm,shrimp cake,1,Canh bí nấu chả tôm thịt,SAME,Chả tôm thịt bao gồm chả tôm,15211
1182,bông cải chip,cải thìa,bok choy,1,Bắp bò luộc kiểu Hàn 사태수육,SAME,Bông cải chip (cải thìa con) là cải thìa,15232
1185,sốt kem,kem,cream,1,Mỳ ý sốt tôm 🦞🦞🦞,SAME,Sốt kem thuộc nhóm kem,15288
1186,bánh ram,bánh tráng,rice paper,1,Chả giò ram thịt bò rau củ,SAME,Bánh ram chính là một loại bánh tráng,15329
1187,khế,khế,starfruit,1,Ếch chiên nước mắm,SAME,Hai tên gọi hoàn toàn giống nhau,15342
1188,tàu hủ gr,đậu hũ,tofu,1,Nấm kim châm sốt cà chua,SAME,Tàu hủ chính là đậu hũ,15362
1189,lòng trắng trứng gà vịt,Trứng gà,Chicken Egg,1,Súp tôm ngô ngọt,SAME,Lòng trắng trứng thuộc nhóm trứng gà,15369
1190,khoai cao khoảng kg,khoai môn,taro,1,Tôm bó củi,SAME,Khoai cao là một loại khoai môn,15387
1191,bột garlic pepper,bột tỏi,garlic powder,1,Thịt bò thăn nướng (beef chuck roast),SAME,Garlic pepper có thành phần chính bột tỏi,15414
1192,cơm bột ớt,bột ớt,chili powder,1,Đậu hũ rim cay ngọt Hàn Quốc 두부조림,SAME,Cơm bột ớt (bột ớt dùng nấu cơm/món),15420
1195,rau húng quê,rau húng chó,mint,1,Phở Cuốn Bò Xào,SAME,Rau húng quê là húng quế/húng chó,15474
1196,cà rốt đậu Hà Lan,đậu hà lan,peas,1,Nấm hương nhồi đậu hũ non hấp,SAME,Hỗn hợp chứa đậu Hà Lan,15509
1198,đương,đường,sugar,1,Đậu hủ kho tương,SAME,Đương viết sai chính tả của đường,15546
1199,rau cải xanh đuôi phụng,cải bẹ xanh,mustard greens,1,🌱 Canh Cải Xanh Đuôi Phụng Nấu Đậu Hủ (Vegan),SAME,Cải xanh đuôi phụng là cải bẹ xanh,15549
1201,phi lê cá giấm trắng,lườn cá,fish fillet,1,Cá dấm trắng chiên giòn sốt chua ngọt,SAME,Phi lê cá là phần thịt lườn cá,15696
1202,đậu phộng rang,đậu phộng,peanut,1,Chả cá Lã Vọng từ cá hồi,SAME,Đậu phộng rang là một trạng thái của đậu phộng,15881
1203,cải xà lách xoong,cải xoong,watercress,1,Cá Hồng Nấu Nấm Và Cải Xà Lách Xoong,SAME,Cùng là một loại rau cải,15898
1205,Bò shin,nạm bò,beef brisket,1,Mì bò đài loan,SAME,Bò shin (bắp/nạm) thuộc nhóm nạm bò,16015
1206,súp nấm,súp,soup,1,🌱 Canh Bầu Nấm Bào Ngư & Mầm Củ Dền,SAME,Súp nấm thuộc nhóm súp,16019
1207,kim quất,tắc,kumquat,1,Salad Cá Hồi Ngâm Tương Sốt Dầu Dấm,SAME,Kim quất là tên gọi khác của tắc,16061
1208,Hoa cúc tần,rau thơm,herbs,1,Salad Cá Hồi Ngâm Tương Sốt Dầu Dấm,SAME,Hoa cúc tần thuộc nhóm rau thơm,16062
1209,Sốt dầu dấm,dầu giấm,vinaigrette,1,Salad Cá Hồi Ngâm Tương Sốt Dầu Dấm,SAME,Sốt dầu dấm và dầu giấm là một,16063
1210,lá bắp cải tím,bắp cải,cabbage,1,"Salad Rau Diếp Xoăn, Bắp Cải Tím & Ức Gà Áp Chảo",SAME,Bắp cải tím thuộc nhóm bắp cải,16083
1211,Rau răm hành ngò,rau răm,vietnamese coriander,1,Lưỡi heo trộn hành tây,SAME,Rau răm có trong hỗn hợp rau răm hành ngò,16098
1212,tương,nước tương,Soy sauce,1,Thịt ba chỉ xào bạch tuộc 🐙,SAME,Tương thường được dùng chỉ nước tương,16133
1214,Lá thiên lý,hoa thiên lý,tonkin jasmine flower,1,Canh cua lá thiên lý,SAME,Lá và hoa thiên lý cùng từ một cây,16269
1215,lòng cá thu,cá,fish,1,Lòng Cá Thu Xào Sả Ớt,SAME,Lòng cá thu thuộc nhóm cá,16274
1216,chả lá,chả lụa,vietnamese ham,1,Bún bò không mắm ruốc,SAME,Chả lá là cách gọi chả lụa gói lá,16295
1217,sốt hummus,sốt,sauce,1,Bắp nếp Điện Biên trộn rau củ và sốt hummus,SAME,Hummus thuộc nhóm các loại sốt,16348
1218,xương và nước hầm xương,nước,water,1,Canh rau tần ô nấu xương heo,SAME,Nước hầm xương thuộc nhóm nước dùng,16362
1220,cá mòi,cá mòi,sardine,1,SP.0896 - Bò Né Đặc Biệt,SAME,Hai tên gọi hoàn toàn giống nhau,16378
1222,thịt bò xào,thịt vai bò,beef shoulder,1,Mì Bò Trứng Kim Chi,SAME,Thịt bò xào thường dùng thịt vai bò,16468
1223,nghêu,nghêu,clam,1,Trứng chiên rau muống,SAME,Hai tên gọi hoàn toàn giống nhau,16489
1224,rau cải canh,rau cải đắng,bitter greens,1,Bánh đa cá rô,SAME,Cải canh còn được gọi là cải đắng,16531
1225,rau thơm rau răm,rau răm,vietnamese coriander,1,Gỏi đu đủ tôm khô,SAME,Rau răm có trong hỗn hợp rau thơm,16536
1226,lá sả,lá sả,lemongrass leaves,1,Bánh bò lá dứa,SAME,Hai tên gọi hoàn toàn giống nhau,16562
1227,nước luộc hến,nước,water,1,Cháo Hến Rau Đắng,SAME,Nước luộc hến thuộc nhóm chất lỏng/nước,16593
1229,cua đồng xay,riêu cua,crab paste,1,CUA đồng kho mặn,SAME,Cua đồng xay dùng để làm riêu cua,16622
1230,Lá húng quế trắng,rau basil,basil,1,Canh Đu Đủ Nấu Cá Thu,SAME,Húng quế trắng là một loại rau basil,16655
1231,cá Bống Giậm,cá bống,goby fish,1,Cá Bống Giậm Kho Khô,SAME,Cá bống giậm thuộc họ cá bống,16662
1232,dưa vàng,dưa gang,oriental melon,1,Rau quả trộn sốt,SAME,Dưa vàng thường chỉ dưa gang hoặc dưa lưới,16682
1233,cá thu vẩy,cá thu,mackerel,1,Cá thu vẩy sốt cà chua,SAME,Cá thu vẩy thuộc nhóm cá thu,16684
1234,Hành lá rau răm thìa là,rau răm,vietnamese coriander,1,Cá thu vẩy sốt cà chua,SAME,Rau răm có trong danh sách rau thơm,16686
1235,Lá khoai lang,khoai lang,sweet potato,1,"Canh đầu tôm nấu khoai sọ, rau lang",SAME,Lá khoai lang từ cây khoai lang,16693
1236,tôm rim,ram tôm,shrimp rolls,1,Canh rau mồng tơi nấu tôm bồ hóc,SAME,Tôm rim là cách chế biến ram tôm,16710
1237,ớt xanh,ớt,chili pepper,1,Cá thu nấu dưa cải chua,SAME,Ớt xanh thuộc nhóm ớt,16730
1238,sốt sa tế,satế,chili satay,1,Cá Bống Cát Kho Tiêu,SAME,Sốt sa tế là sa tế,16738
1240,nước cốt dừa loãng nước dão,sữa dừa,coconut milk,1,Thịt Heo Kho Măng Nước Cốt Dừa,SAME,Nước cốt dừa dão tương đương sữa dừa,16771
1242,thịt nách heo,thịt heo,pork,1,Thịt nách heo luộc,SAME,Thịt nách heo thuộc nhóm thịt heo,16820
1249,Bò nạc,nạm bò,beef brisket,1,Bento box 15: cơm bò & bắp,SAME,Bò nạc thường dùng phần nạm hoặc thăn,17093
1251,mì trộn,mỳ trứng,egg noodles,1,Mì gói trộn bò trứng,SAME,Mì trộn thường làm từ mì trứng,17143
1252,ngũ vị thịt nướng,bột ngũ vị hương,five spice powder,1,Thịt nướng ướp ngũ vị,SAME,Gia vị ngũ vị thịt nướng là ngũ vị hương,17148
1253,bột bánh xèo cốt dừa,Bột (chung),flour,1,Bánh Xèo Rau Rừng,SAME,Bột bánh xèo thuộc nhóm bột chung,17149
1254,Lá mơ lông,lá mơ,stinky vine leaves,1,Lá mơ lông cuốn đậu hũ,SAME,Lá mơ lông là lá mơ,17183
1257,quất,tắc,kumquat,1,Bánh tráng trộn bò khô,SAME,Quất còn gọi là tắc,17224
1258,trứng luộc,Trứng gà,Chicken Egg,1,Mì lạnh ăn kèm thịt nướng sốt bulgogi,SAME,Trứng luộc thường là trứng gà,17230
